T,lambda,G,nu_l,rho_l,gamma,r,h_0,u_0,ts_dt,R,volume,time
245.7629507,0.004037368,11.87421541,1.22E-06,666.7526056,0.017996593,5.61E-05,0.001009342,0.001415244,5.00E-05,0.003028026,,
230.5410024,0.009982781,27.82132349,1.30E-06,676.3858603,0.01906213,0.000759472,0.002495695,0.007749263,1.00E-05,0.007487086,3.19E-08,0.00700738
248.4902942,0.007918917,26.35203745,1.21E-06,665.0265982,0.017805679,0.00064229,0.001979729,0.008261625,1.00E-05,0.005939188,1.59E-08,0.0050657
141.496386,0.008077402,29.86066301,2.43E-06,732.7380077,0.025295253,0.000943985,0.002019351,0.011904014,1.00E-05,0.006058052,1.70E-08,0.00558953
262.9609512,0.009063301,18.1668369,1.15E-06,655.8688004,0.016792733,0.000200472,0.002265825,0.002253037,5.00E-05,0.006797476,2.34E-08,0.00699727
262.2101976,0.006084244,28.18312018,1.15E-06,656.343917,0.016845286,0.000790315,0.001521061,0.013231029,1.00E-05,0.004563183,7.28E-09,0.0033601
97.70393667,0.005934485,29.05086579,4.26E-06,760.4521881,0.028360724,0.000867586,0.001483621,0.014891192,1.00E-05,0.004450863,,
186.1032426,0.004920378,29.08254766,1.67E-06,704.5084274,0.022172773,0.000870496,0.001230094,0.018020568,1.00E-05,0.003690283,3.88E-09,0.00266863
134.6965405,0.009859655,15.62000414,2.61E-06,737.0413099,0.025771242,0.000124969,0.002464914,0.001291041,5.00E-05,0.007394741,3.06E-08,0.00952695
150.7606945,0.009576348,16.9644116,2.22E-06,726.8750628,0.024646751,0.000161661,0.002394087,0.001719515,5.00E-05,0.007182261,2.81E-08,0.00861289
93.36702883,0.007180603,12.89399411,4.57E-06,763.196813,0.028664308,7.04E-05,0.001795151,0.000998022,5.00E-05,0.005385452,1.18E-08,0.00757539
240.449194,0.008592104,15.19283459,1.25E-06,670.1154321,0.018368556,0.000114717,0.002148026,0.001359969,5.00E-05,0.006444078,2.03E-08,0.00703711
85.22459303,0.00637712,29.66321079,5.26E-06,768.3497774,0.029234278,0.000924969,0.00159428,0.014774156,1.00E-05,0.00478284,,
154.695984,0.00874366,13.10845334,2.14E-06,724.3846033,0.024371281,7.38E-05,0.002185915,0.000859272,5.00E-05,0.006557745,2.13E-08,0.00852148
155.4831635,0.008133734,29.36687512,2.12E-06,723.8864344,0.024316179,0.0008969,0.002033433,0.01123193,1.00E-05,0.0061003,1.74E-08,0.00546648
241.0613799,0.007341762,25.6376685,1.25E-06,669.7280085,0.018325703,0.000589865,0.001835441,0.008183757,1.00E-05,0.005506322,1.27E-08,0.00461078
181.3421011,0.005781374,13.15297518,1.72E-06,707.5215298,0.022506053,7.45E-05,0.001445344,0.001312322,5.00E-05,0.004336031,6.16E-09,0.00461484
88.43752257,0.005369829,11.7631023,4.97E-06,766.3164655,0.029009373,5.47E-05,0.001342457,0.001038141,5.00E-05,0.004027372,4.91E-09,0.00569023
90.36120363,0.007668063,24.81606616,4.81E-06,765.0990583,0.028874716,0.000533127,0.001917016,0.007081822,1.00E-05,0.005751047,1.42E-08,0.00776564
129.0383114,0.008173702,25.27909026,2.79E-06,740.6221369,0.026167318,0.000564641,0.002043425,0.007036448,1.00E-05,0.006130276,1.74E-08,0.00619119
139.7529781,0.009199777,13.89887619,2.48E-06,733.8413285,0.025417292,8.76E-05,0.002299944,0.000969663,5.00E-05,0.006899832,2.48E-08,0.0090916
158.311223,0.007519917,14.77432224,2.07E-06,722.0966886,0.024118214,0.000105306,0.001879979,0.001426393,5.00E-05,0.005639938,1.36E-08,0.00641602
256.3179461,0.00487432,11.08271108,1.18E-06,660.0728457,0.017257744,4.71E-05,0.00121858,0.000984849,5.00E-05,0.00365574,,
267.5896947,0.004173444,11.98997259,1.13E-06,652.9394864,0.016468721,5.76E-05,0.001043361,0.001404788,5.00E-05,0.003130083,,
124.4626062,0.008667388,17.4424911,2.94E-06,743.5178853,0.026487618,0.000176394,0.002166847,0.00207298,5.00E-05,0.006500541,2.08E-08,0.00771523
161.2472995,0.006945552,15.29453239,2.02E-06,720.238584,0.023912689,0.000117098,0.001736388,0.001717289,5.00E-05,0.005209164,1.07E-08,0.00563125
163.1726289,0.007222841,13.49457162,1.98E-06,719.0201336,0.023777916,8.03E-05,0.00180571,0.001131826,5.00E-05,0.00541713,1.20E-08,0.0063375
153.6015346,0.005141422,14.27054258,2.16E-06,725.0772288,0.024447893,9.48E-05,0.001285356,0.001877857,5.00E-05,0.003856067,4.34E-09,0.00383926
211.6063229,0.00712441,24.00295527,1.43E-06,688.3687279,0.020387557,0.000480616,0.001781102,0.006871473,1.00E-05,0.005343307,1.15E-08,0.00462273
198.9131173,0.007649109,13.07042217,1.54E-06,696.4016604,0.021276082,7.31E-05,0.001912277,0.00097405,5.00E-05,0.005736832,1.43E-08,0.00674023
164.8029687,0.006971459,13.9838278,1.96E-06,717.9883683,0.023663792,8.92E-05,0.001742865,0.001303076,5.00E-05,0.005228594,1.08E-08,0.00589219
227.5792775,0.006245931,22.10694393,1.32E-06,678.2601966,0.019269451,0.000371647,0.001561483,0.006060854,1.00E-05,0.004684448,7.73E-09,0.00389658
163.5794642,0.006253253,26.04930285,1.98E-06,718.7626668,0.023749438,0.000619717,0.001563313,0.010094568,1.00E-05,0.00468994,7.85E-09,0.00391504
258.8768358,0.005398962,29.01910666,1.17E-06,658.4534449,0.017078621,0.000864675,0.00134974,0.016313327,1.00E-05,0.004049221,5.12E-09,0.00280287
177.6386222,0.003592155,19.19796286,1.77E-06,709.8652872,0.022765296,0.000238534,0.000898039,0.006763885,5.00E-05,0.002694116,,
260.6131133,0.009653882,16.27568142,1.16E-06,657.3546365,0.016957082,0.000142008,0.00241347,0.001498345,5.00E-05,0.007240411,2.88E-08,0.0079918
127.592364,0.004386862,23.62871354,2.83E-06,741.5372089,0.026268535,0.000457636,0.001096716,0.010625915,1.00E-05,0.003290147,2.69E-09,0.0030217
120.9111533,0.003880119,15.71847464,3.07E-06,745.7654328,0.026736219,0.000127426,0.00097003,0.003345134,5.00E-05,0.002910089,,
119.7843857,0.009519611,19.06100635,3.12E-06,746.478511,0.026815093,0.000233216,0.002379903,0.002495399,5.00E-05,0.007139708,2.77E-08,0.00860586
209.1939955,0.008505639,22.47717914,1.45E-06,689.8953764,0.02055642,0.000391487,0.00212641,0.004688253,1.00E-05,0.006379229,1.95E-08,0.00605197
263.2454547,0.00337175,14.20316729,1.15E-06,655.6887515,0.016772818,9.34E-05,0.000842937,0.002822943,5.00E-05,0.002528812,,
251.1942168,0.006640082,25.73085175,1.20E-06,663.3154129,0.017616405,0.000596539,0.001660021,0.009150934,1.00E-05,0.004980062,9.38E-09,0.00391724
149.9126829,0.009701793,12.3808825,2.24E-06,727.4117294,0.024706112,6.28E-05,0.002425448,0.000659218,5.00E-05,0.007276345,2.90E-08,0.0102934
113.4931694,0.004244987,20.36111782,3.39E-06,750.4599257,0.027255478,0.000287053,0.001061247,0.006887891,1.00E-05,0.00318374,2.48E-09,0.00306467
250.2752832,0.008179181,17.09945824,1.20E-06,663.8969627,0.01768073,0.000165731,0.002044795,0.002063925,5.00E-05,0.006134386,1.72E-08,0.00620039
182.2410767,0.008762969,24.59065686,1.71E-06,706.9526103,0.022443125,0.000518212,0.002190742,0.006023598,1.00E-05,0.006572227,2.14E-08,0.00624313
169.1038359,0.00401276,26.92455301,1.89E-06,715.2665518,0.023362731,0.000686431,0.00100319,0.017424249,1.00E-05,0.00300957,2.09E-09,0.00218453
72.57406671,0.008105502,25.2256487,6.69E-06,776.3557002,0.030119815,0.000560943,0.002026375,0.007049183,1.00E-05,0.006079126,,
155.7700464,0.004516255,19.98250868,2.12E-06,723.7048797,0.024296097,0.000270593,0.001129064,0.006102921,5.00E-05,0.003387192,,
126.9504756,0.004713807,15.84613179,2.86E-06,741.9434299,0.026313467,0.000130665,0.001178452,0.002823495,5.00E-05,0.003535355,3.35E-09,0.00340625
102.9205585,0.003458392,21.34073832,3.94E-06,757.1508336,0.027995561,0.000332728,0.000864598,0.009799759,1.00E-05,0.002593794,,
243.8657821,0.007165065,11.46411226,1.23E-06,667.9532343,0.018129395,5.12E-05,0.001791266,0.000728257,5.00E-05,0.005373799,1.17E-08,0.00657969
247.7992471,0.008709145,15.1413029,1.21E-06,665.4639294,0.017854053,0.000113525,0.002177286,0.001327748,5.00E-05,0.006531859,2.11E-08,0.00715391
96.17411134,0.003506295,14.11737933,4.37E-06,761.4203425,0.028467812,9.18E-05,0.000876574,0.002665659,5.00E-05,0.002629721,,
239.4168075,0.008863109,10.24212393,1.25E-06,670.768781,0.018440823,3.95E-05,0.002215777,0.000453903,5.00E-05,0.006647332,2.21E-08,0.0103402
171.6543532,0.007144196,18.82662658,1.85E-06,713.6524495,0.023184195,0.000224304,0.001786049,0.003198036,5.00E-05,0.005358147,1.15E-08,0.00529375
139.1251682,0.009898717,24.1606042,2.49E-06,734.2386399,0.025461238,0.000490519,0.002474679,0.005047511,1.00E-05,0.007424038,3.08E-08,0.0079835
205.1702294,0.003620245,19.16929376,1.48E-06,692.4418287,0.020838084,0.000237414,0.000905061,0.006679891,5.00E-05,0.002715184,,
131.5943294,0.008716266,13.76605653,2.71E-06,739.0045534,0.025988397,8.51E-05,0.002179067,0.000994656,5.00E-05,0.0065372,2.11E-08,0.00857891
241.7579287,0.004977724,13.56855983,1.24E-06,669.2871955,0.018276945,8.16E-05,0.001244431,0.001668913,5.00E-05,0.003733293,,
114.0734531,0.006195429,29.58621736,3.36E-06,750.0926915,0.027214858,0.000917622,0.001548857,0.01508664,1.00E-05,0.004646572,,
183.6519385,0.004776046,23.21910924,1.70E-06,706.0597424,0.022344364,0.000433326,0.001194012,0.009241575,1.00E-05,0.003582035,3.48E-09,0.00269904
235.3360343,0.005031992,23.77125704,1.28E-06,673.3513103,0.018726478,0.000466302,0.001257998,0.009439027,1.00E-05,0.003773994,4.07E-09,0.00274018
252.1208886,0.006309981,14.66966679,1.19E-06,662.7289659,0.017551538,0.000103048,0.001577495,0.001663464,5.00E-05,0.004732485,8.03E-09,0.00457529
132.1141749,0.00769016,19.70692007,2.69E-06,738.6755676,0.025952008,0.000259019,0.00192254,0.003430813,5.00E-05,0.00576762,1.43E-08,0.00608906
116.9471491,0.007875354,21.25526507,3.23E-06,748.2740645,0.0270137,0.000328563,0.001968838,0.0042496,1.00E-05,0.005906515,1.54E-08,0.00633449
226.6633911,0.007232096,11.38656545,1.33E-06,678.8398181,0.019333563,5.04E-05,0.001808024,0.000709303,5.00E-05,0.005424072,1.20E-08,0.00687109
180.6616951,0.003766607,17.31129312,1.73E-06,707.9521267,0.022553681,0.00017226,0.000941652,0.004658378,5.00E-05,0.002824956,,
82.17997774,0.00389668,29.73148968,5.56E-06,770.2765711,0.029447402,0.000931516,0.00097417,0.02434982,1.00E-05,0.00292251,,
251.6602823,0.005853336,18.16143147,1.20E-06,663.0204619,0.01758378,0.000200285,0.001463334,0.003485336,5.00E-05,0.004390002,6.31E-09,0.00378184
121.531671,0.008378244,20.25800586,3.05E-06,745.3727363,0.026692783,0.000282506,0.002094561,0.003434583,1.00E-05,0.006283683,1.85E-08,0.00700633
81.01370696,0.004341668,28.07263633,5.68E-06,771.014649,0.029529041,0.000780811,0.001085417,0.018318488,1.00E-05,0.003256251,,
225.0018775,0.005105353,17.86725757,1.34E-06,679.8913118,0.019449869,0.000190253,0.001276338,0.003795828,5.00E-05,0.003829015,,
68.9469423,0.004410398,26.20738207,7.21E-06,778.6511365,0.030373714,0.000631438,0.0011026,0.014583213,1.00E-05,0.003307799,,
180.3371461,0.007203304,13.73585666,1.74E-06,708.1575185,0.0225764,8.46E-05,0.001800826,0.001195763,5.00E-05,0.005402478,1.19E-08,0.00612656
172.1991252,0.006005169,22.2566082,1.85E-06,713.3076889,0.023146061,0.000379585,0.001501292,0.006438494,1.00E-05,0.004503877,6.87E-09,0.00387039
183.255327,0.007791833,18.76439697,1.70E-06,706.3107391,0.022372127,0.000221977,0.001947958,0.002901808,5.00E-05,0.005843875,1.49E-08,0.00589883
175.2197955,0.004208695,21.44375046,1.80E-06,711.3960489,0.022934614,0.000337795,0.001052174,0.00817534,1.00E-05,0.003156521,2.37E-09,0.0023848
212.1084371,0.004669061,28.15704927,1.43E-06,688.0509635,0.020352409,0.000788066,0.001167265,0.01719226,1.00E-05,0.003501795,3.31E-09,0.00241738
174.6319348,0.007999628,27.65054486,1.81E-06,711.7680782,0.022975765,0.00074519,0.001999907,0.009488498,1.00E-05,0.005999721,1.64E-08,0.00536436
79.69586621,0.009380845,27.31141384,5.82E-06,771.8486484,0.029621289,0.000717351,0.002345211,0.007789144,1.00E-05,0.007035634,,
254.0429532,0.005345536,14.5418345,1.19E-06,661.5125817,0.017416993,0.000100343,0.001336384,0.001912029,5.00E-05,0.004009152,,
103.4619714,0.009052129,20.32365729,3.90E-06,756.8081988,0.027957662,0.000285395,0.002263032,0.003211415,1.00E-05,0.006789097,2.39E-08,0.00823636
111.54289,0.009298903,23.44808239,3.48E-06,751.6941658,0.027391998,0.000446808,0.002324726,0.004894284,1.00E-05,0.006974177,2.55E-08,0.00794863
195.0623011,0.007836985,19.25216438,1.57E-06,698.8386608,0.021545639,0.000240662,0.001959246,0.003127938,5.00E-05,0.005877738,1.51E-08,0.00584609
136.2528727,0.006698356,26.524683,2.57E-06,736.0563805,0.025662299,0.0006554,0.001674589,0.009966397,1.00E-05,0.005023767,9.64E-09,0.00453906
98.77238199,0.008911616,26.21391016,4.19E-06,759.7760193,0.028285933,0.000631925,0.002227904,0.007222865,1.00E-05,0.006683712,2.25E-08,0.00804414
171.4003534,0.005794735,18.2919498,1.86E-06,713.813194,0.023201975,0.000204851,0.001448684,0.003600839,5.00E-05,0.004346051,6.12E-09,0.00396992
203.789171,0.004524713,10.28124504,1.49E-06,693.3158355,0.020934758,3.98E-05,0.001131178,0.000896176,5.00E-05,0.003393535,,
242.1504725,0.005918674,24.54030702,1.24E-06,669.038773,0.018249467,0.000514918,0.001479669,0.00886163,1.00E-05,0.004439006,6.63E-09,0.00343691
84.30542231,0.007194777,18.50773216,5.34E-06,768.9314773,0.02929862,0.000212556,0.001798694,0.00300923,5.00E-05,0.005396082,1.19E-08,0.00688516
149.5902244,0.005087331,13.53762213,2.24E-06,727.6157983,0.024728684,8.10E-05,0.001271833,0.001622031,5.00E-05,0.003815498,4.20E-09,0.00391934
73.6425294,0.007502311,14.33616292,6.54E-06,775.6795204,0.030045023,9.61E-05,0.001875578,0.001304852,5.00E-05,0.005626733,1.34E-08,0.00866221
71.86181567,0.006357451,21.11052042,6.78E-06,776.8064504,0.030169673,0.000321588,0.001589363,0.005152484,1.00E-05,0.004768088,,
199.231507,0.005244931,13.4143705,1.53E-06,696.2001666,0.021253795,7.89E-05,0.001311233,0.001531674,5.00E-05,0.003933699,4.60E-09,0.00389141
268.1681018,0.00528577,20.78570099,1.13E-06,652.5734398,0.016428233,0.000306297,0.001321443,0.005902479,1.00E-05,0.003964328,4.68E-09,0.00307
226.0855296,0.005457499,16.70609929,1.33E-06,679.2055194,0.019374013,0.000154076,0.001364375,0.002875678,5.00E-05,0.004093124,,
249.6648596,0.003938771,21.00398817,1.20E-06,664.2832711,0.01772346,0.000316518,0.000984693,0.008185358,1.00E-05,0.002954079,1.94E-09,0.00202176
141.7535894,0.008882997,25.80940989,2.42E-06,732.5752358,0.025277249,0.000602203,0.002220749,0.006905317,1.00E-05,0.006662248,2.24E-08,0.00668781
257.4175949,0.007045053,17.7628309,1.17E-06,659.3769297,0.017180768,0.000186778,0.001761263,0.002700483,5.00E-05,0.00528379,1.10E-08,0.00495547
176.5588127,0.006019863,18.82812706,1.79E-06,710.5486479,0.022840883,0.00022436,0.001504966,0.003796287,5.00E-05,0.004514897,6.86E-09,0.00411914
145.0405617,0.008361246,12.57632503,2.34E-06,730.4950657,0.025047161,6.56E-05,0.002090311,0.000798865,5.00E-05,0.006270934,1.86E-08,0.0083293
221.5353332,0.005165494,15.57868003,1.36E-06,682.0851246,0.019692527,0.000123948,0.001291373,0.002444153,5.00E-05,0.00387412,,
238.5442633,0.003470491,19.95718679,1.26E-06,671.3209731,0.018501902,0.000269515,0.000867623,0.007910287,5.00E-05,0.002602868,,
153.9293943,0.008022706,20.50842357,2.15E-06,724.8697419,0.024424942,0.000293635,0.002005677,0.003728096,1.00E-05,0.00601703,1.63E-08,0.00612
158.6113042,0.00593762,15.77866636,2.06E-06,721.9067814,0.024097209,0.000128946,0.001484405,0.002212049,5.00E-05,0.004453215,6.69E-09,0.00445381
66.87448816,0.009880315,17.29725736,7.53E-06,779.9626952,0.030518786,0.000171822,0.002470079,0.001771366,5.00E-05,0.007410236,3.08E-08,0.0122932
146.4110758,0.003556982,16.32176637,2.31E-06,729.6277318,0.024951225,0.000143266,0.000889245,0.004102637,5.00E-05,0.002667736,,
70.3041453,0.008354248,10.35520654,7.01E-06,777.7922266,0.03027871,4.04E-05,0.002088562,0.000492738,5.00E-05,0.006265686,1.84E-08,0.0124039
118.3891092,0.009027825,23.97417102,3.17E-06,747.3615158,0.026912762,0.000478823,0.002256956,0.005402462,1.00E-05,0.006770868,2.33E-08,0.0074282
173.6970389,0.009890436,10.97499675,1.82E-06,712.3597298,0.023041207,4.60E-05,0.002472609,0.000474196,5.00E-05,0.007417827,3.07E-08,0.0116187
101.3167401,0.005043173,19.63588076,4.03E-06,758.1658148,0.028107828,0.000256091,0.001260793,0.005172387,5.00E-05,0.003782379,4.14E-09,0.00397715
166.5210606,0.009454257,29.90510005,1.93E-06,716.9010688,0.023543526,0.000948299,0.002363564,0.010216876,1.00E-05,0.007090693,2.73E-08,0.00664708
248.1799719,0.008596653,14.91975116,1.21E-06,665.2229866,0.017827402,0.000108506,0.002149163,0.001285656,5.00E-05,0.00644749,2.03E-08,0.00706523
243.5957519,0.006395678,12.63448973,1.23E-06,668.1241237,0.018148297,6.64E-05,0.001598919,0.001057948,5.00E-05,0.004796758,8.34E-09,0.00515625
156.4613796,0.00589099,27.8749724,2.10E-06,723.2673675,0.024247703,0.000763995,0.001472747,0.01320999,1.00E-05,0.004418242,6.60E-09,0.00366631
85.56119681,0.008472113,12.04985696,5.23E-06,768.1367567,0.029210716,5.83E-05,0.002118028,0.000701292,5.00E-05,0.006354085,1.93E-08,0.0102289
158.8386422,0.005354997,21.91143931,2.06E-06,721.7629099,0.024081295,0.000361444,0.001338749,0.006875153,1.00E-05,0.004016248,4.87E-09,0.00338295
152.5218758,0.004544428,28.32328456,2.18E-06,725.7604941,0.024523469,0.000802479,0.001136107,0.017986837,1.00E-05,0.003408321,,
90.73061321,0.007480715,21.23051249,4.78E-06,764.8652763,0.028848857,0.000327363,0.001870179,0.004457447,1.00E-05,0.005610536,1.35E-08,0.00687396
107.03739,0.006843825,11.35495908,3.71E-06,754.5454847,0.027707383,5.00E-05,0.001710956,0.00074436,5.00E-05,0.005132869,1.02E-08,0.00725703
219.9119477,0.005481287,12.53093385,1.37E-06,683.1124888,0.019806164,6.49E-05,0.001370322,0.001206381,5.00E-05,0.004110966,5.25E-09,0.0042668
111.8797865,0.004538925,25.53058667,3.46E-06,751.4809598,0.027368415,0.000582257,0.001134731,0.013066576,1.00E-05,0.003404194,,
197.1819594,0.006881135,14.6058171,1.55E-06,697.4972288,0.021397263,0.00010169,0.001720284,0.001505281,5.00E-05,0.005160851,1.04E-08,0.00545781
115.3808,0.006752258,27.02898404,3.30E-06,749.2653331,0.027123344,0.000694691,0.001688064,0.010479546,1.00E-05,0.005064193,9.86E-09,0.0053575
181.7541263,0.006600624,24.61188747,1.72E-06,707.2607783,0.022477211,0.000519605,0.001650156,0.008018408,1.00E-05,0.004950468,9.18E-09,0.00416289
93.63754471,0.005440474,27.1250926,4.55E-06,763.0256162,0.028645372,0.000702348,0.001360118,0.013149705,1.00E-05,0.004080355,,
258.3948669,0.005824518,23.24310387,1.17E-06,658.7584603,0.017112359,0.000434726,0.001456129,0.007602483,1.00E-05,0.004368388,6.30E-09,0.00339543
135.8839414,0.003805173,14.50505534,2.58E-06,736.2898598,0.025688124,9.96E-05,0.000951293,0.002665473,5.00E-05,0.002853879,,